route_color,route_id,route_stop_id,stop_name,vehicle_number,arrival_time,departure_time,actual_dwell_seconds
Clough,28,391,Academy of Medicine,2302,2026-09-21T17:05:07-04:00,2026-09-21T17:05:42-04:00,34.8
Green,17,206,Hemphill Ave & Curran St,2201,2026-09-21T17:05:00-04:00,2026-09-21T17:05:54-04:00,54.5
Clough,28,393,Publix at the Plaza,2309,2026-09-21T17:02:42-04:00,2026-09-21T17:05:54-04:00,192.1
Red,20,264,Brown Residence Hall,2210,2026-09-21T17:05:36-04:00,2026-09-21T17:06:09-04:00,33.0
Gold,29,420,Student Center,2303,2026-09-21T17:05:19-04:00,2026-09-21T17:06:35-04:00,76.4
Blue,21,289,North Avenue Apts - To East Campus,2214,2026-09-21T17:05:13-04:00,2026-09-21T17:06:35-04:00,82.0
Gold,29,401,College of Business,2307,2026-09-21T17:05:07-04:00,2026-09-21T17:06:53-04:00,106.4
Gold,29,409,Cherry Emerson,2308,2026-09-21T17:05:42-04:00,2026-09-21T17:07:00-04:00,77.8
Green,17,209,GT Competition Center (575 14th Street),2201,2026-09-21T17:06:41-04:00,2026-09-21T17:07:06-04:00,25.9
Red,20,265,Techwood Dr & Field Residence Hall,2210,2026-09-21T17:06:21-04:00,2026-09-21T17:07:06-04:00,45.5
Blue,21,302,COP & North Ave.,2204,2026-09-21T17:07:06-04:00,2026-09-21T17:07:13-04:00,6.2
Northside Dr. - Atlantic Station,26,360,MARTA Stop Northside Dr. @ 10th St.,2209,2026-09-21T17:05:48-04:00,2026-09-21T17:07:39-04:00,110.9
Gold,29,402,Academy of Medicine,2307,2026-09-21T17:07:00-04:00,2026-09-21T17:07:39-04:00,39.5
Green,17,196,Kendeda Building,2216,2026-09-21T17:05:00-04:00,2026-09-21T17:07:56-04:00,176.2
Clough,28,392,Clough Commons,2301,2026-09-21T17:04:48-04:00,2026-09-21T17:08:02-04:00,194.4
Gold,29,407,Exhibition Hall,2303,2026-09-21T17:07:24-04:00,2026-09-21T17:08:02-04:00,38.1
Gold,29,410,Klaus Building EB,2308,2026-09-21T17:07:06-04:00,2026-09-21T17:08:09-04:00,62.7
Blue,21,289,North Avenue Apts - To East Campus,2204,2026-09-21T17:07:32-04:00,2026-09-21T17:09:02-04:00,90.4
Red,20,266,Techwood & 5th  - North,2210,2026-09-21T17:07:32-04:00,2026-09-21T17:09:21-04:00,108.8
Blue,21,282,West Village,2206,2026-09-21T17:02:51-04:00,2026-09-21T17:09:21-04:00,390.0
Green,17,208,Center St. Apartments & Hemphill Ave,2216,2026-09-21T17:08:38-04:00,2026-09-21T17:09:32-04:00,54.0
Clough,28,386,Technology Square WB,2309,2026-09-21T17:08:38-04:00,2026-09-21T17:09:32-04:00,54.0
Clough,28,394,Fowler Street NB,2301,2026-09-21T17:09:15-04:00,2026-09-21T17:09:49-04:00,33.9
Red,20,278,Techwood Dr & 5th St - South,2215,2026-09-21T17:06:35-04:00,2026-09-21T17:09:54-04:00,199.0
Green,17,209,GT Competition Center (575 14th Street),2201,2026-09-21T17:07:32-04:00,2026-09-21T17:10:23-04:00,171.7
Blue,21,283,8th St & Hemphill Ave,2206,2026-09-21T17:09:37-04:00,2026-09-21T17:10:23-04:00,46.1
Gold,29,419,Weber Loop,2306,2026-09-21T17:05:30-04:00,2026-09-21T17:10:29-04:00,299.6
Red,20,267,Russ Chandler Stadium,2210,2026-09-21T17:09:32-04:00,2026-09-21T17:10:42-04:00,70.6
Clough,28,385,MARTA Midtown Station,2302,2026-09-21T17:09:15-04:00,2026-09-21T17:10:42-04:00,87.7
Red,20,279,Techwood Dr & Bobby Dodd Way,2215,2026-09-21T17:10:12-04:00,2026-09-21T17:11:05-04:00,53.3
Clough,28,387,5th Street Bridge WB,2309,2026-09-21T17:09:43-04:00,2026-09-21T17:11:12-04:00,89.1
Green,17,418,Georgia Tech Police Department,2216,2026-09-21T17:09:26-04:00,2026-09-21T17:11:30-04:00,123.6
Blue,21,284,Couch Park,2206,2026-09-21T17:10:42-04:00,2026-09-21T17:11:30-04:00,47.4
Red,20,268,Klaus Building WB,2210,2026-09-21T17:10:42-04:00,2026-09-21T17:11:49-04:00,66.2
Northside Dr. - Atlantic Station,26,358,Exhibition Hall,2209,2026-09-21T17:09:32-04:00,2026-09-21T17:11:54-04:00,142.4
Gold,29,420,Student Center,2306,2026-09-21T17:10:54-04:00,2026-09-21T17:11:54-04:00,60.2
Clough,28,395,Fowler Street SB,2309,2026-09-21T17:11:23-04:00,2026-09-21T17:12:00-04:00,36.3
Gold,29,408,Ferst Dr & Hemphill Ave,2303,2026-09-21T17:09:43-04:00,2026-09-21T17:12:00-04:00,136.8
Gold,29,399,5th Street Bridge EB,2308,2026-09-21T17:10:29-04:00,2026-09-21T17:12:06-04:00,96.8
Gold,29,396,MARTA Midtown Station,2307,2026-09-21T17:09:37-04:00,2026-09-21T17:12:18-04:00,160.6
Green,17,210,14th St & State St,2201,2026-09-21T17:10:54-04:00,2026-09-21T17:12:46-04:00,112.3
Red,20,269,Nanotechnology,2210,2026-09-21T17:12:00-04:00,2026-09-21T17:12:58-04:00,58.1
Blue,21,285,CRC & Stamps Health,2206,2026-09-21T17:12:00-04:00,2026-09-21T17:13:05-04:00,65.3
Clough,28,388,5th Street Bridge EB,2301,2026-09-21T17:11:05-04:00,2026-09-21T17:13:11-04:00,125.4
Clough,28,393,Publix at the Plaza,2302,2026-09-21T17:11:00-04:00,2026-09-21T17:13:11-04:00,130.8
Green,17,206,Hemphill Ave & Curran St,2216,2026-09-21T17:12:52-04:00,2026-09-21T17:13:16-04:00,23.9
Blue,21,303,Ferst Dr & Cherry St,2204,2026-09-21T17:12:29-04:00,2026-09-21T17:13:16-04:00,47.0
Gold,29,407,Exhibition Hall,2306,2026-09-21T17:12:35-04:00,2026-09-21T17:13:16-04:00,41.2
Gold,29,409,Cherry Emerson,2303,2026-09-21T17:12:46-04:00,2026-09-21T17:13:45-04:00,58.2
Gold,29,400,Technology Square EB,2308,2026-09-21T17:12:18-04:00,2026-09-21T17:13:50-04:00,92.2
Red,20,270,Kendeda Building,2210,2026-09-21T17:12:58-04:00,2026-09-21T17:13:56-04:00,58.1
Green,17,211,GTRI Conference Center,2201,2026-09-21T17:12:46-04:00,2026-09-21T17:14:02-04:00,75.3
Blue,21,463,Ferst Dr. and Weber Building,2204,2026-09-21T17:13:11-04:00,2026-09-21T17:14:02-04:00,50.9
Northside Dr. - Atlantic Station,26,359,Center St. Apartments & Hemphill Ave,2209,2026-09-21T17:13:11-04:00,2026-09-21T17:14:15-04:00,64.2
Red,20,280,COP & North Ave.,2215,2026-09-21T17:13:33-04:00,2026-09-21T17:14:21-04:00,47.5
Blue,21,300,Ferst Drive & Student Center,2206,2026-09-21T17:13:45-04:00,2026-09-21T17:14:34-04:00,48.9
Green,17,209,GT Competition Center (575 14th Street),2216,2026-09-21T17:14:34-04:00,2026-09-21T17:14:40-04:00,6.7
Blue,21,305,Student Center,2204,2026-09-21T17:14:15-04:00,2026-09-21T17:14:57-04:00,41.7
Northside Dr. - Atlantic Station,26,487,Georgia Tech Police Department,2209,2026-09-21T17:14:15-04:00,2026-09-21T17:14:57-04:00,41.7
Clough,28,389,Technology Square EB,2301,2026-09-21T17:13:16-04:00,2026-09-21T17:15:18-04:00,122.0
Gold,29,410,Klaus Building EB,2303,2026-09-21T17:13:50-04:00,2026-09-21T17:15:18-04:00,88.0
Red,20,274,Center St. Apartments & Hemphill Ave,2210,2026-09-21T17:14:26-04:00,2026-09-21T17:15:25-04:00,58.5
Clough,28,386,Technology Square WB,2302,2026-09-21T17:14:26-04:00,2026-09-21T17:15:25-04:00,58.5
Blue,21,301,Weber Building Loop,2206,2026-09-21T17:14:51-04:00,2026-09-21T17:15:39-04:00,48.1
Gold,29,408,Ferst Dr & Hemphill Ave,2306,2026-09-21T17:15:18-04:00,2026-09-21T17:15:57-04:00,38.7
Clough,28,387,5th Street Bridge WB,2302,2026-09-21T17:15:31-04:00,2026-09-21T17:16:21-04:00,49.8
Green,17,212,McCamish & 10th St.,2201,2026-09-21T17:16:03-04:00,2026-09-21T17:16:39-04:00,35.8
Blue,21,306,Exhibition Hall,2204,2026-09-21T17:15:39-04:00,2026-09-21T17:16:45-04:00,66.2
Gold,29,401,College of Business,2308,2026-09-21T17:15:18-04:00,2026-09-21T17:16:53-04:00,94.7
Clough,28,390,College of Business,2301,2026-09-21T17:15:25-04:00,2026-09-21T17:17:05-04:00,100.0
Gold,29,399,5th Street Bridge EB,2303,2026-09-21T17:16:39-04:00,2026-09-21T17:17:05-04:00,25.9
Green,17,213,Graduate Living Center,2201,2026-09-21T17:16:45-04:00,2026-09-21T17:17:28-04:00,42.8
Gold,29,402,Academy of Medicine,2308,2026-09-21T17:16:58-04:00,2026-09-21T17:17:34-04:00,36.0
Gold,29,409,Cherry Emerson,2306,2026-09-21T17:16:39-04:00,2026-09-21T17:17:45-04:00,66.1
Gold,29,404,Publix at the Plaza,2308,2026-09-21T17:18:07-04:00,2026-09-21T17:18:14-04:00,6.1
Gold,29,404,Publix at the Plaza,2307,2026-09-21T17:12:41-04:00,2026-09-21T17:18:14-04:00,332.6
Clough,28,391,Academy of Medicine,2301,2026-09-21T17:17:45-04:00,2026-09-21T17:18:26-04:00,41.1
Emory,18,219,HSRB Emory,2304,2026-09-21T16:58:19-04:00,2026-09-21T17:18:33-04:00,1213.8
Green,17,195,Baker Building,2201,2026-09-21T17:18:01-04:00,2026-09-21T17:18:38-04:00,36.9
Red,20,250,North Avenue Apts - To West Campus,2215,2026-09-21T17:14:21-04:00,2026-09-21T17:18:38-04:00,257.6
Clough,28,395,Fowler Street SB,2302,2026-09-21T17:16:33-04:00,2026-09-21T17:18:38-04:00,125.1
Blue,21,299,Fitten Hall,2204,2026-09-21T17:17:56-04:00,2026-09-21T17:18:44-04:00,48.3
Gold,29,410,Klaus Building EB,2306,2026-09-21T17:17:51-04:00,2026-09-21T17:18:56-04:00,65.3
Northside Dr. - Atlantic Station,26,362,MARTA Stop 10th St. @ Northside Dr.,2209,2026-09-21T17:16:45-04:00,2026-09-21T17:19:08-04:00,142.3
Red,20,272,Paper Tricentennial,2210,2026-09-21T17:15:39-04:00,2026-09-21T17:19:38-04:00,238.9
Green,17,209,GT Competition Center (575 14th Street),2216,2026-09-21T17:15:45-04:00,2026-09-21T17:19:44-04:00,239.1
Clough,28,392,Clough Commons,2309,2026-09-21T17:12:46-04:00,2026-09-21T17:19:44-04:00,417.8
Gold,29,399,5th Street Bridge EB,2306,2026-09-21T17:19:26-04:00,2026-09-21T17:19:50-04:00,24.0
Green,17,196,Kendeda Building,2201,2026-09-21T17:18:44-04:00,2026-09-21T17:20:09-04:00,84.3
Red,20,264,Brown Residence Hall,2215,2026-09-21T17:19:38-04:00,2026-09-21T17:20:14-04:00,35.9
Gold,29,400,Technology Square EB,2303,2026-09-21T17:17:34-04:00,2026-09-21T17:20:14-04:00,159.8
Emory,18,220,Woodruff Circle Transit Hub,2304,2026-09-21T17:19:13-04:00,2026-09-21T17:20:41-04:00,88.2
Blue,21,282,West Village,2204,2026-09-21T17:19:44-04:00,2026-09-21T17:20:47-04:00,63.3
Green,17,210,14th St & State St,2216,2026-09-21T17:20:34-04:00,2026-09-21T17:21:18-04:00,44.1
Gold,29,396,MARTA Midtown Station,2308,2026-09-21T17:19:08-04:00,2026-09-21T17:21:18-04:00,130.4
Green,17,208,Center St. Apartments & Hemphill Ave,2201,2026-09-21T17:20:34-04:00,2026-09-21T17:21:24-04:00,50.2
Red,20,265,Techwood Dr & Field Residence Hall,2215,2026-09-21T17:20:34-04:00,2026-09-21T17:21:44-04:00,69.6
Blue,21,302,COP & North Ave.,2206,2026-09-21T17:20:26-04:00,2026-09-21T17:21:44-04:00,77.8
Blue,21,283,8th St & Hemphill Ave,2204,2026-09-21T17:20:59-04:00,2026-09-21T17:21:49-04:00,50.8
Clough,28,394,Fowler Street NB,2309,2026-09-21T17:20:41-04:00,2026-09-21T17:21:49-04:00,68.1
Green,17,211,GTRI Conference Center,2216,2026-09-21T17:21:12-04:00,2026-09-21T17:21:55-04:00,42.9
Green,17,418,Georgia Tech Police Department,2201,2026-09-21T17:20:53-04:00,2026-09-21T17:22:07-04:00,73.6
Red,20,273,West Village,2210,2026-09-21T17:20:53-04:00,2026-09-21T17:22:07-04:00,73.6
Clough,28,388,5th Street Bridge EB,2309,2026-09-21T17:21:55-04:00,2026-09-21T17:22:13-04:00,17.9
Clough,28,385,MARTA Midtown Station,2301,2026-09-21T17:21:06-04:00,2026-09-21T17:22:13-04:00,66.9
Gold,29,400,Technology Square EB,2306,2026-09-21T17:20:09-04:00,2026-09-21T17:22:13-04:00,124.3
Northside Dr. - Atlantic Station,26,361,16th & Village St.,2209,2026-09-21T17:22:07-04:00,2026-09-21T17:22:48-04:00,41.9
Gold,29,401,College of Business,2303,2026-09-21T17:21:12-04:00,2026-09-21T17:22:55-04:00,102.9
Red,20,271,8th St & Hemphill Ave,2210,2026-09-21T17:22:19-04:00,2026-09-21T17:23:01-04:00,42.0
Blue,21,284,Couch Park,2204,2026-09-21T17:22:00-04:00,2026-09-21T17:23:13-04:00,72.5
Green,17,206,Hemphill Ave & Curran St,2201,2026-09-21T17:22:42-04:00,2026-09-21T17:23:30-04:00,47.7
Gold,29,402,Academy of Medicine,2303,2026-09-21T17:23:06-04:00,2026-09-21T17:23:44-04:00,37.9
Red,20,266,Techwood & 5th  - North,2215,2026-09-21T17:22:36-04:00,2026-09-21T17:23:56-04:00,79.7
Gold,29,397,Technology Square WB,2307,2026-09-21T17:22:25-04:00,2026-09-21T17:24:12-04:00,107.5
Red,20,275,Ferst Dr & Hemphill Ave,2210,2026-09-21T17:23:06-04:00,2026-09-21T17:24:18-04:00,71.7
Green,17,209,GT Competition Center (575 14th Street),2201,2026-09-21T17:24:07-04:00,2026-09-21T17:24:41-04:00,34.2
Gold,29,401,College of Business,2306,2026-09-21T17:23:13-04:00,2026-09-21T17:24:53-04:00,100.5
Red,20,267,Russ Chandler Stadium,2215,2026-09-21T17:24:12-04:00,2026-09-21T17:24:59-04:00,47.1
Clough,28,393,Publix at the Plaza,2301,2026-09-21T17:22:42-04:00,2026-09-21T17:25:07-04:00,144.4
Gold,29,404,Publix at the Plaza,2308,2026-09-21T17:21:44-04:00,2026-09-21T17:25:07-04:00,203.3
Clough,28,392,Clough Commons,2302,2026-09-21T17:19:32-04:00,2026-09-21T17:25:12-04:00,340.8
Blue,21,285,CRC & Stamps Health,2204,2026-09-21T17:23:44-04:00,2026-09-21T17:25:30-04:00,105.9
Gold,29,402,Academy of Medicine,2306,2026-09-21T17:24:59-04:00,2026-09-21T17:25:42-04:00,42.8
Northside Dr. - Atlantic Station,26,363,MARTA Stop (17th & State),2209,2026-09-21T17:23:50-04:00,2026-09-21T17:25:53-04:00,123.7
Red,20,276,Cherry Emerson,2210,2026-09-21T17:24:59-04:00,2026-09-21T17:25:59-04:00,59.9
Emory,18,222,Clifton Road at Wesley WB,2304,2026-09-21T17:25:48-04:00,2026-09-21T17:26:06-04:00,18.6
Red,20,268,Klaus Building WB,2215,2026-09-21T17:25:07-04:00,2026-09-21T17:26:20-04:00,72.7
Gold,29,398,5th Street Bridge WB,2307,2026-09-21T17:25:18-04:00,2026-09-21T17:26:20-04:00,61.4
Green,17,212,McCamish & 10th St.,2216,2026-09-21T17:23:56-04:00,2026-09-21T17:26:31-04:00,154.9
Blue,21,300,Ferst Drive & Student Center,2204,2026-09-21T17:26:06-04:00,2026-09-21T17:26:37-04:00,30.4
Green,17,195,Baker Building,2216,2026-09-21T17:26:31-04:00,2026-09-21T17:26:54-04:00,22.8
Gold,29,397,Technology Square WB,2308,2026-09-21T17:26:20-04:00,2026-09-21T17:27:06-04:00,45.9
Northside Dr. - Atlantic Station,26,364,MARTA Stop (17th & Village),2209,2026-09-21T17:26:31-04:00,2026-09-21T17:27:11-04:00,40.1
Clough,28,389,Technology Square EB,2309,2026-09-21T17:22:42-04:00,2026-09-21T17:27:11-04:00,268.4
Red,20,277,Klaus Building EB,2210,2026-09-21T17:26:13-04:00,2026-09-21T17:27:29-04:00,76.1
Red,20,269,Nanotechnology,2215,2026-09-21T17:26:42-04:00,2026-09-21T17:27:52-04:00,69.6
Gold,29,411,Russ Chandler Stadium,2307,2026-09-21T17:26:25-04:00,2026-09-21T17:27:52-04:00,87.0
Blue,21,301,Weber Building Loop,2204,2026-09-21T17:26:59-04:00,2026-09-21T17:27:58-04:00,58.9
Blue,21,289,North Avenue Apts - To East Campus,2206,2026-09-21T17:22:00-04:00,2026-09-21T17:27:58-04:00,357.8
Clough,28,394,Fowler Street NB,2302,2026-09-21T17:26:37-04:00,2026-09-21T17:28:04-04:00,86.9
Northside Dr. - Atlantic Station,26,365,MARTA Stop (17th & Bishop),2209,2026-09-21T17:27:11-04:00,2026-09-21T17:28:15-04:00,64.1
Gold,29,398,5th Street Bridge WB,2308,2026-09-21T17:27:23-04:00,2026-09-21T17:28:27-04:00,64.1
Clough,28,388,5th Street Bridge EB,2302,2026-09-21T17:28:15-04:00,2026-09-21T17:28:50-04:00,35.4
Red,20,270,Kendeda Building,2215,2026-09-21T17:27:52-04:00,2026-09-21T17:29:03-04:00,70.8
Green,17,196,Kendeda Building,2216,2026-09-21T17:26:54-04:00,2026-09-21T17:29:10-04:00,136.3
Gold,29,412,Klaus Building WB,2307,2026-09-21T17:27:58-04:00,2026-09-21T17:29:27-04:00,88.3
Gold,29,396,MARTA Midtown Station,2303,2026-09-21T17:27:11-04:00,2026-09-21T17:29:32-04:00,141.2
Gold,29,396,MARTA Midtown Station,2306,2026-09-21T17:27:46-04:00,2026-09-21T17:29:38-04:00,112.4
Red,20,278,Techwood Dr & 5th St - South,2210,2026-09-21T17:28:45-04:00,2026-09-21T17:29:50-04:00,64.8
Green,17,208,Center St. Apartments & Hemphill Ave,2216,2026-09-21T17:29:15-04:00,2026-09-21T17:29:56-04:00,40.4
Green,17,209,GT Competition Center (575 14th Street),2201,2026-09-21T17:25:07-04:00,2026-09-21T17:30:02-04:00,294.9
Clough,28,390,College of Business,2309,2026-09-21T17:29:10-04:00,2026-09-21T17:30:49-04:00,99.0
Clough,28,386,Technology Square WB,2301,2026-09-21T17:30:22-04:00,2026-09-21T17:30:49-04:00,27.2
Clough,28,389,Technology Square EB,2302,2026-09-21T17:29:27-04:00,2026-09-21T17:30:49-04:00,82.2
Gold,29,404,Publix at the Plaza,2303,2026-09-21T17:29:44-04:00,2026-09-21T17:30:49-04:00,64.5
Red,20,274,Center St. Apartments & Hemphill Ave,2215,2026-09-21T17:29:38-04:00,2026-09-21T17:30:55-04:00,76.0
Red,20,279,Techwood Dr & Bobby Dodd Way,2210,2026-09-21T17:30:22-04:00,2026-09-21T17:30:55-04:00,32.8
Gold,29,404,Publix at the Plaza,2306,2026-09-21T17:29:50-04:00,2026-09-21T17:30:55-04:00,64.7
Blue,21,303,Ferst Dr & Cherry St,2206,2026-09-21T17:30:22-04:00,2026-09-21T17:31:10-04:00,48.5
Gold,29,413,Nanotechnology,2307,2026-09-21T17:29:44-04:00,2026-09-21T17:31:10-04:00,85.7
Clough,28,391,Academy of Medicine,2309,2026-09-21T17:30:55-04:00,2026-09-21T17:31:34-04:00,39.1
Green,17,210,14th St & State St,2201,2026-09-21T17:30:49-04:00,2026-09-21T17:31:41-04:00,52.3
Gold,29,411,Russ Chandler Stadium,2308,2026-09-21T17:28:45-04:00,2026-09-21T17:31:41-04:00,176.2
Gold,29,415,Kendeda Building,2307,2026-09-21T17:31:10-04:00,2026-09-21T17:31:41-04:00,31.0
Red,20,272,Paper Tricentennial,2215,2026-09-21T17:31:10-04:00,2026-09-21T17:31:47-04:00,37.0
Green,17,211,GTRI Conference Center,2201,2026-09-21T17:31:34-04:00,2026-09-21T17:32:29-04:00,55.8
Green,17,418,Georgia Tech Police Department,2216,2026-09-21T17:29:44-04:00,2026-09-21T17:32:35-04:00,170.9
Red,20,280,COP & North Ave.,2210,2026-09-21T17:31:41-04:00,2026-09-21T17:32:35-04:00,54.1
Clough,28,387,5th Street Bridge WB,2301,2026-09-21T17:31:21-04:00,2026-09-21T17:32:35-04:00,73.8
Blue,21,302,COP & North Ave.,2204,2026-09-21T17:32:05-04:00,2026-09-21T17:32:59-04:00,53.6
Gold,29,412,Klaus Building WB,2308,2026-09-21T17:31:41-04:00,2026-09-21T17:33:11-04:00,90.2
Gold,29,397,Technology Square WB,2306,2026-09-21T17:32:35-04:00,2026-09-21T17:33:31-04:00,55.4
Gold,29,398,5th Street Bridge WB,2306,2026-09-21T17:33:31-04:00,2026-09-21T17:33:48-04:00,17.8
Gold,29,416,Couch Park,2307,2026-09-21T17:32:29-04:00,2026-09-21T17:33:48-04:00,79.1
Green,17,206,Hemphill Ave & Curran St,2216,2026-09-21T17:32:59-04:00,2026-09-21T17:33:54-04:00,55.0
Blue,21,289,North Avenue Apts - To East Campus,2204,2026-09-21T17:33:11-04:00,2026-09-21T17:33:59-04:00,48.1
Northside Dr. - Atlantic Station,26,360,MARTA Stop Northside Dr. @ 10th St.,2209,2026-09-21T17:32:17-04:00,2026-09-21T17:34:18-04:00,121.1
Clough,28,395,Fowler Street SB,2301,2026-09-21T17:32:41-04:00,2026-09-21T17:34:18-04:00,96.9
Gold,29,413,Nanotechnology,2308,2026-09-21T17:33:31-04:00,2026-09-21T17:34:18-04:00,47.3
Green,17,209,GT Competition Center (575 14th Street),2216,2026-09-21T17:34:35-04:00,2026-09-21T17:34:46-04:00,11.2
Green,17,212,McCamish & 10th St.,2201,2026-09-21T17:33:59-04:00,2026-09-21T17:34:46-04:00,46.4
Blue,21,463,Ferst Dr. and Weber Building,2206,2026-09-21T17:31:01-04:00,2026-09-21T17:34:52-04:00,231.1
Gold,29,417,CRC & Stamps Health,2307,2026-09-21T17:34:18-04:00,2026-09-21T17:35:21-04:00,63.0
Gold,29,415,Kendeda Building,2308,2026-09-21T17:34:18-04:00,2026-09-21T17:35:32-04:00,73.9
Green,17,213,Graduate Living Center,2201,2026-09-21T17:34:58-04:00,2026-09-21T17:35:38-04:00,40.1
Gold,29,411,Russ Chandler Stadium,2306,2026-09-21T17:34:18-04:00,2026-09-21T17:35:44-04:00,85.7
Emory,18,223,Piedmont Road WB,2304,2026-09-21T17:35:44-04:00,2026-09-21T17:36:02-04:00,18.2
Blue,21,305,Student Center,2206,2026-09-21T17:34:58-04:00,2026-09-21T17:36:02-04:00,63.7
Green,17,195,Baker Building,2201,2026-09-21T17:36:08-04:00,2026-09-21T17:36:39-04:00,30.7
Gold,29,421,Ferst Drive & Student Center,2307,2026-09-21T17:35:50-04:00,2026-09-21T17:36:39-04:00,48.9
Gold,29,412,Klaus Building WB,2306,2026-09-21T17:35:50-04:00,2026-09-21T17:36:57-04:00,66.6
Blue,21,303,Ferst Dr & Cherry St,2204,2026-09-21T17:36:28-04:00,2026-09-21T17:37:10-04:00,41.8
Gold,29,419,Weber Loop,2307,2026-09-21T17:37:03-04:00,2026-09-21T17:37:26-04:00,22.9
Green,17,196,Kendeda Building,2201,2026-09-21T17:36:45-04:00,2026-09-21T17:37:32-04:00,47.5
Clough,28,385,MARTA Midtown Station,2309,2026-09-21T17:33:54-04:00,2026-09-21T17:37:38-04:00,224.3
Clough,28,392,Clough Commons,2301,2026-09-21T17:35:15-04:00,2026-09-21T17:37:38-04:00,142.8
Northside Dr. - Atlantic Station,26,358,Exhibition Hall,2209,2026-09-21T17:36:02-04:00,2026-09-21T17:37:56-04:00,113.7
Gold,29,416,Couch Park,2308,2026-09-21T17:36:02-04:00,2026-09-21T17:37:56-04:00,113.7
Blue,21,463,Ferst Dr. and Weber Building,2204,2026-09-21T17:37:03-04:00,2026-09-21T17:38:01-04:00,58.0
Gold,29,413,Nanotechnology,2306,2026-09-21T17:37:15-04:00,2026-09-21T17:38:14-04:00,58.9
Red,20,273,West Village,2215,2026-09-21T17:33:31-04:00,2026-09-21T17:38:38-04:00,307.3
Red,20,250,North Avenue Apts - To West Campus,2210,2026-09-21T17:32:35-04:00,2026-09-21T17:39:01-04:00,385.3
Clough,28,393,Publix at the Plaza,2309,2026-09-21T17:37:50-04:00,2026-09-21T17:39:06-04:00,76.7
Blue,21,305,Student Center,2204,2026-09-21T17:38:08-04:00,2026-09-21T17:39:12-04:00,64.0
Green,17,209,GT Competition Center (575 14th Street),2216,2026-09-21T17:35:32-04:00,2026-09-21T17:39:18-04:00,226.6
Gold,29,415,Kendeda Building,2306,2026-09-21T17:38:14-04:00,2026-09-21T17:39:18-04:00,64.5
Gold,29,417,CRC & Stamps Health,2308,2026-09-21T17:38:26-04:00,2026-09-21T17:39:30-04:00,64.3
Red,20,271,8th St & Hemphill Ave,2215,2026-09-21T17:39:01-04:00,2026-09-21T17:40:05-04:00,64.8
Blue,21,306,Exhibition Hall,2206,2026-09-21T17:36:33-04:00,2026-09-21T17:40:12-04:00,218.3
Northside Dr. - Atlantic Station,26,359,Center St. Apartments & Hemphill Ave,2209,2026-09-21T17:39:24-04:00,2026-09-21T17:40:24-04:00,59.4
Red,20,264,Brown Residence Hall,2210,2026-09-21T17:39:54-04:00,2026-09-21T17:40:33-04:00,39.0
Green,17,210,14th St & State St,2216,2026-09-21T17:40:00-04:00,2026-09-21T17:40:42-04:00,42.3
Gold,29,416,Couch Park,2306,2026-09-21T17:39:24-04:00,2026-09-21T17:41:00-04:00,95.5
Northside Dr. - Atlantic Station,26,487,Georgia Tech Police Department,2209,2026-09-21T17:40:24-04:00,2026-09-21T17:41:06-04:00,41.8
Clough,28,386,Technology Square WB,2309,2026-09-21T17:40:54-04:00,2026-09-21T17:41:13-04:00,18.7
Gold,29,420,Student Center,2307,2026-09-21T17:40:24-04:00,2026-09-21T17:41:18-04:00,54.6
Gold,29,421,Ferst Drive & Student Center,2308,2026-09-21T17:40:33-04:00,2026-09-21T17:41:24-04:00,50.9
Red,20,275,Ferst Dr & Hemphill Ave,2215,2026-09-21T17:40:18-04:00,2026-09-21T17:41:36-04:00,77.7
Green,17,211,GTRI Conference Center,2216,2026-09-21T17:40:42-04:00,2026-09-21T17:41:41-04:00,58.9
Red,20,265,Techwood Dr & Field Residence Hall,2210,2026-09-21T17:40:42-04:00,2026-09-21T17:41:58-04:00,76.2
Clough,28,385,MARTA Midtown Station,2302,2026-09-21T17:39:12-04:00,2026-09-21T17:42:11-04:00,179.1
Blue,21,306,Exhibition Hall,2204,2026-09-21T17:39:48-04:00,2026-09-21T17:42:17-04:00,149.0
Green,17,208,Center St. Apartments & Hemphill Ave,2201,2026-09-21T17:41:47-04:00,2026-09-21T17:42:29-04:00,41.9
Blue,21,299,Fitten Hall,2206,2026-09-21T17:41:24-04:00,2026-09-21T17:42:29-04:00,64.8
Emory,18,224,10th St & MARTA WB,2304,2026-09-21T17:41:29-04:00,2026-09-21T17:42:48-04:00,78.9
Clough,28,387,5th Street Bridge WB,2309,2026-09-21T17:42:04-04:00,2026-09-21T17:43:00-04:00,55.7
Green,17,418,Georgia Tech Police Department,2201,2026-09-21T17:42:17-04:00,2026-09-21T17:43:05-04:00,48.6
Red,20,276,Cherry Emerson,2215,2026-09-21T17:42:17-04:00,2026-09-21T17:43:41-04:00,83.6
Gold,29,407,Exhibition Hall,2307,2026-09-21T17:41:47-04:00,2026-09-21T17:43:52-04:00,125.3
Red,20,266,Techwood & 5th  - North,2210,2026-09-21T17:42:35-04:00,2026-09-21T17:43:58-04:00,83.3
Clough,28,395,Fowler Street SB,2309,2026-09-21T17:43:05-04:00,2026-09-21T17:44:04-04:00,58.2
Blue,21,282,West Village,2206,2026-09-21T17:43:29-04:00,2026-09-21T17:44:39-04:00,69.8
